Entity,Code,Year,Oil (% equivalent primary energy),Coal (% equivalent primary energy),Solar (% equivalent primary energy),Nuclear (% equivalent primary energy),Hydro (% equivalent primary energy),Wind (% equivalent primary energy),Gas (% equivalent primary energy),Other renewables (% equivalent primary energy)
Chile,CHL,1998,51.165497,16.645758,0,0,16.742573,0,14.129496,1.3166848
Chile,CHL,1999,49.69395,16.49541,0,0,13.696675,0,18.53482,1.5791389
Chile,CHL,2000,45.24378,12.155096,0,0,18.355211,0,22.817997,1.4279134
Chile,CHL,2001,43.225376,9.3553705,0,0,20.326242,0.006562905,25.37189,1.7145578
Chile,CHL,2002,42.921337,9.210426,0,0,21.096859,0.006368997,24.99279,1.772223
Chile,CHL,2003,42.332466,8.760102,0,0,20.326693,0.0062950407,26.896626,1.6778165
Chile,CHL,2004,43.712387,9.504357,0,0,17.55054,0.0041848077,27.34547,1.8830631
Chile,CHL,2005,43.436947,8.975006,0,0,20.494745,0.0056093982,25.488585,1.5991086
Chile,CHL,2006,43.41272,10.830507,0,0,21.716818,0.005387824,22.7989,1.2356675
Chile,CHL,2007,54.238934,12.868062,0,0,17.101208,0.008575567,13.452808,2.3304129
Chile,CHL,2008,57.157505,13.760286,0,0,18.464184,0.029008038,7.487426,3.1015868
Chile,CHL,2009,56.042587,13.109818,0,0,19.843126,0.062268928,7.886962,3.0552442
Chile,CHL,2010,50.042778,14.350735,0,0,16.594456,0.24810383,15.770822,2.9931018
Chile,CHL,2011,49.0201,17.366976,0,0,14.668987,0.24145222,15.131803,3.5706787
Chile,CHL,2012,48.69963,19.391586,0.00023174073,0,13.726491,0.2780339,13.161722,4.742316
Chile,CHL,2013,47.146416,21.217138,0.0044505205,0,13.112807,0.35903928,12.839792,5.320354
Chile,CHL,2014,47.242607,21.624044,0.3034421,0,15.244493,0.9546349,10.74131,3.8894687
Chile,CHL,2015,45.91519,20.53325,0.8842223,0,15.356708,1.3747656,11.646399,4.28946
Chile,CHL,2016,46.30467,19.880125,1.5734268,0,12.148515,1.5127023,13.635066,4.9454985
Chile,CHL,2017,45.29872,19.915686,2.302281,0,12.602277,2.1424966,12.467273,5.271269
Chile,CHL,2018,45.144093,18.485119,2.892032,0,13.202018,2.027129,12.037024,6.212589
Chile,CHL,2019,44.422237,18.3731,3.5037913,0,11.923765,2.7224152,13.741249,5.3134418
Chile,CHL,2020,43.517624,16.530954,4.519727,0,12.892279,3.3252006,14.092093,5.1221275
Chile,CHL,2021,44.326683,17.009523,5.899,0,9.916872,4.185797,14.308125,4.3539934
Chile,CHL,2022,44.558735,12.312182,7.586459,0,11.67507,4.9148264,15.014781,3.9379482
China,CHN,1965,8.401446,86.62346,,0,4.253407,,0.72168803,
China,CHN,1966,9.932254,85.27558,,0,3.9831228,,0.80904233,
China,CHN,1967,10.905089,84.29622,,0,3.818398,,0.9802916,
China,CHN,1968,11.80425,82.80656,,0,4.458871,,0.9303202,
China,CHN,1969,13.00922,82.1928,,0,3.7274022,,1.0705793,
China,CHN,1970,14.0596075,81.70601,,0,3.0095923,,1.2247863,
China,CHN,1971,16.127058,79.45638,0,0,3.0704048,0,1.3461616,0
China,CHN,1972,17.215124,77.9414,0,0,3.227597,0,1.6158783,0
China,CHN,1973,19.893452,74.798325,0,0,3.417015,0,1.8911961,0
China,CHN,1974,22.182106,71.75951,0,0,3.7493546,0,2.3090308,0
China,CHN,1975,21.84733,72.22532,0,0,3.503824,0,2.423518,0
China,CHN,1976,23.722,70.27836,0,0,3.3725686,0,2.627072,0
China,CHN,1977,22.98241,70.89777,0,0,3.2287142,0,2.8911006,0
China,CHN,1978,23.243294,71.00979,0,0,2.7594638,0,2.9874585,0
China,CHN,1979,22.618166,71.30825,0,0,3.008899,0,3.0646844,0
China,CHN,1980,20.145546,73.30906,0,0,3.566198,0,2.9792132,0
China,CHN,1981,19.344244,73.89391,0,0,4.066497,0,2.6953447,0
China,CHN,1982,18.319805,74.84298,0,0,4.4212723,0,2.415945,0
China,CHN,1983,17.556667,75.296936,0,0,4.8234906,0,2.3229046,0
China,CHN,1984,16.972134,76.308815,0,0,4.515455,0,2.203599,0
China,CHN,1985,16.431534,77.00779,0,0,4.441829,0,2.1188495,0
China,CHN,1986,16.672918,76.83647,0,0,4.3385277,0,2.1520815,0
China,CHN,1987,16.434454,77.295784,0,0,4.2555475,0,2.014213,0
China,CHN,1988,16.463634,77.28857,0,0,4.3230724,0,1.9247297,0
China,CHN,1989,16.432554,77.16392,0,0,4.4680266,0,1.9354943,0
China,CHN,1990,16.05609,77.27796,0.0000744997,0,4.7211995,0.00007525239,1.9422842,0.0023189483
China,CHN,1991,16.541237,77.16153,0.00007093126,0,4.422177,0.0003224152,1.8724607,0.0022078736
China,CHN,1992,17.049942,76.72352,0.00010110859,0,4.404493,0.004425625,1.8138522,0.0036828439
China,CHN,1993,17.591887,75.815544,0.0001250624,0.048123814,4.7475667,0.006632103,1.7865863,0.0035365317
China,CHN,1994,16.82426,76.04547,0.00014713126,0.41666982,4.9268074,0.011294924,1.7611159,0.014224545
China,CHN,1995,17.634415,74.73299,0.00019993818,0.3517341,5.443462,0.017599184,1.7270489,0.09255872
China,CHN,1996,18.547218,74.2189,0.0002439882,0.37299544,5.095832,0.0025466797,1.7177466,0.044510756
China,CHN,1997,20.230568,72.232185,0.00029620755,0.37255985,5.2773314,0.0053311824,1.8029584,0.078776196
China,CHN,1998,20.79521,71.55738,0.00037632405,0.36369908,5.34623,0.009557452,1.8559359,0.07161454
China,CHN,1999,21.405499,71.131065,0.00044149466,0.37254304,5.10523,0.012303074,1.9025949,0.0703113
China,CHN,2000,22.261295,69.586525,0.00055129087,0.40246058,5.57329,0.01478206,2.0928097,0.06830311
China,CHN,2001,21.517527,69.25189,0.00073032023,0.39498705,6.5358973,0.016943244,2.2169714,0.06505356
China,CHN,2002,21.321749,69.71366,0.0010316577,0.5182306,6.1892962,0.01799755,2.1658697,0.059531722
China,CHN,2003,20.448904,71.32709,0.0011733416,0.7625031,5.200834,0.018277893,2.160393,0.05089415
China,CHN,2004,20.410309,71.074524,0.0011832293,0.75399506,5.504258,0.019893477,2.1602287,0.043348055
China,CHN,2005,18.254896,73.26288,0.0011438854,0.69372624,5.4064536,0.026500847,2.23402,0.080551974
China,CHN,2006,17.861435,73.40382,0.0011728089,0.64970094,5.3799367,0.04582375,2.5070648,0.098539785
China,CHN,2007,17.220314,73.55062,0.0012868581,0.6730006,5.4777694,0.061851494,2.8375206,0.12546927
China,CHN,2008,16.941818,71.93175,0.0016416038,0.70881206,6.879183,0.1414803,3.1489644,0.18211278
China,CHN,2009,16.864817,72.186356,0.0028689185,0.6912145,6.3305817,0.2839612,3.3220797,0.24488907
China,CHN,2010,17.946589,70.00556,0.0066964035,0.6851367,6.7955904,0.47189695,3.7470925,0.27330658
China,CHN,2011,17.202711,70.66385,0.022976657,0.7366331,6.0570784,0.65232575,4.3132677,0.2812655
China,CHN,2012,17.331598,68.72917,0.030210419,0.7929398,7.25144,0.8660932,4.62471,0.2946277
China,CHN,2013,17.45058,67.65257,0.06741686,0.8614058,7.3231483,1.1131431,5.0772676,0.349941
China,CHN,2014,17.686737,65.663765,0.18340814,0.9971855,8.266193,1.2462394,5.4237204,0.42506662
China,CHN,2015,18.81293,63.55239,0.30260572,1.2604849,8.5423975,1.422498,5.541208,0.4910041
China,CHN,2016,19.34215,61.44228,0.504837,1.5523111,8.75139,1.8277323,5.9368277,0.56201637
China,CHN,2017,19.599537,59.797054,0.85539573,1.7287691,8.460031,2.2118297,6.5826497,0.69309163
China,CHN,2018,19.613379,58.184578,1.2183205,1.9495938,8.2568035,2.5192857,7.3908405,0.77860475
China,CHN,2019,19.68622,57.011,1.468556,2.1937287,8.342829,2.6571689,7.6697893,0.89477396
China,CHN,2020,19.233244,56.37293,1.6517974,2.223088,8.36153,2.95122,8.108561,1.0426893
China,CHN,2021,18.691544,55.422325,1.9502928,2.3322124,7.753458,3.9113212,8.667457,1.2070819
China,CHN,2022,17.665417,55.469177,2.5185547,2.3607652,7.6733017,4.4910417,8.485534,1.2732543
Colombia,COL,1965,56.125713,23.980762,,0,10.729045,,9.164472,
Colombia,COL,1966,59.608387,21.30757,,0,10.590929,,8.493118,
Colombia,COL,1967,56.645237,22.183731,,0,11.202192,,9.968838,
Colombia,COL,1968,58.727104,19.463049,,0,12.023638,,9.786212,
Colombia,COL,1969,55.718536,20.52254,,0,13.203888,,10.555034,
Colombia,COL,1970,57.67369,19.549965,,0,13.413398,,9.362945,
Colombia,COL,1971,60.3942,15.36691,,0,14.3879595,,9.850938,
Colombia,COL,1972,61.889416,13.849145,,0,13.823888,,10.437545,
Colombia,COL,1973,58.679497,14.582772,,0,15.555398,,11.182333,
Colombia,COL,1974,58.046253,15.764197,,0,15.7888975,,10.400654,0
Colombia,COL,1975,53.79669,16.952866,,0,18.49091,,10.371872,0.3876552
Colombia,COL,1976,54.458572,15.904157,,0,18.636667,,10.6032,0.39740828
Colombia,COL,1977,53.93588,15.779337,,0,18.434372,,11.4848385,0.36557707
Colombia,COL,1978,50.653355,15.176397,,0,20.259813,,13.537194,0.3732369
Colombia,COL,1979,49.49469,14.712384,,0,21.386532,,14.030279,0.37610963
Colombia,COL,1980,47.517117,14.830628,,0,22.39747,,14.874872,0.37991583
Colombia,COL,1981,47.109955,14.898213,,0,21.805794,,15.836197,0.34983766
Colombia,COL,1982,45.318512,15.076626,,0,22.638956,,16.595425,0.37048107
Colombia,COL,1983,44.748642,15.778354,,0,21.675655,,17.440994,0.3563482
Colombia,COL,1984,42.4438,16.213423,,0,23.864668,,17.094826,0.38328356
Colombia,COL,1985,41.979225,16.183279,,0,24.847736,,16.601374,0.3883828
Colombia,COL,1986,40.82987,15.249575,,0,27.431028,,16.120287,0.36924422
Colombia,COL,1987,39.77463,17.548502,,0,27.358034,,14.978355,0.3404735
Colombia,COL,1988,41.722153,14.008654,,0,28.875288,,15.045568,0.34834367
Colombia,COL,1989,40.68422,15.408566,,0,29.942858,,13.633655,0.33070424
Colombia,COL,1990,45.27072,7.3597574,0,0,32.20238,0,14.82071,0.3464274
Colombia,COL,1991,44.130722,9.016844,0,0,31.634089,0,14.887011,0.33132952
Colombia,COL,1992,46.361874,14.557217,0,0,24.537056,0,14.139631,0.40421808
Colombia,COL,1993,43.86743,14.026027,0,0,28.191275,0,13.490279,0.42499164
Colombia,COL,1994,42.438484,14.826192,0,0,29.96189,0,12.325466,0.44797245
Colombia,COL,1995,44.531765,12.966852,0,0,29.219982,0,12.811038,0.47036296
Colombia,COL,1996,45.462616,9.667594,0,0,30.999842,0,13.399555,0.47039175
Colombia,COL,1997,44.50243,11.263589,0,0,27.200962,0,16.58241,0.4506051
Colombia,COL,1998,43.65175,10.577418,0,0,26.267117,0,19.013632,0.49008635
Colombia,COL,1999,41.99222,9.066074,0,0,30.864147,0,17.62573,0.45182794
Colombia,COL,2000,42.229332,10.006167,0.0017270469,0,29.002634,0,18.256184,0.5039504
Colombia,COL,2001,41.65662,9.770234,0.0024743122,0,29.327988,0,18.742994,0.49968752
Colombia,COL,2002,41.25748,8.033608,0.0042835833,0,31.282988,0,18.9271,0.4945388
Colombia,COL,2003,40.458015,8.742035,0.005753302,0,32.495457,0,17.809328,0.48941475
Colombia,COL,2004,41.635815,7.2743707,0.0067487615,0,32.53135,0.044124726,18.068533,0.4390648
Colombia,COL,2005,41.888332,4.6551814,0.008163862,0,33.594112,0.0423814,19.283024,0.48030856
Colombia,COL,2006,38.738483,11.484862,0,0,31.37269,0.046428405,17.525686,0.42982617
Colombia,COL,2007,39.026443,9.950245,0,0,31.89109,0.035963077,18.256844,0.41269487
Colombia,COL,2008,36.940895,12.642505,0,0,31.755478,0.03709192,17.810211,0.3980481
Colombia,COL,2009,37.48889,11.763973,0,0,28.244682,0.03991295,20.752075,0.79317456
Colombia,COL,2010,37.63052,13.167028,0,0,26.512047,0.02521282,20.59613,0.83449876
Colombia,COL,2011,37.9694,10.199814,0,0,30.102682,0.02565477,19.186653,0.9914665
Colombia,COL,2012,38.16386,11.561031,0,0,27.645012,0.03187063,20.05771,0.9984213
Colombia,COL,2013,38.88503,12.100042,0,0,24.92727,0.032379143,21.600824,0.886132
Colombia,COL,2014,39.12482,12.175604,0,0,23.739466,0.037263237,22.296076,1.0809299
Colombia,COL,2015,37.068813,11.95275,0,0,24.891672,0.03809214,23.193333,1.2037715
Colombia,COL,2016,40.53281,11.6682,0,0,22.998356,0.025013383,22.159555,1.1686426
Colombia,COL,2017,39.376564,8.809886,0.0024206643,0,27.754253,0.001486977,21.521713,1.1563545
Colombia,COL,2018,39.335007,8.141309,0.005685449,0,26.840744,0.02058138,22.796404,1.2112079
Colombia,COL,2019,38.958706,9.524627,0.0618095,0,25.478756,0.02963636,22.853245,1.3853445
Colombia,COL,2020,36.125893,9.262809,0.09775845,0,25.534704,0.005185093,25.600927,1.7566055
Colombia,COL,2021,41.524326,5.4777927,0.147173,0,27.564005,0.027551962,21.98617,1.6587486
Colombia,COL,2022,43.816658,4.6759343,0.21503794,0,27.527317,0.032038115,20.653429,1.5220478
Croatia,HRV,1990,53.834164,9.326942,0,0,11.488907,0,25.315159,0.034828562
Croatia,HRV,1991,45.94399,6.3099937,0,0,19.499157,0,28.20877,0.038097765
Croatia,HRV,1992,47.807495,5.7713914,0,0,15.970799,0,30.426533,0.02378589
Croatia,HRV,1993,48.41737,4.7016306,0,0,16.015175,0,30.793629,0.07219952
Croatia,HRV,1994,49.446598,2.913143,0,0,18.937447,0,28.680244,0.022569502
Croatia,HRV,1995,52.919357,2.3135781,0,0,19.12811,0,25.606247,0.032703288
Croatia,HRV,1996,46.785297,1.7658796,0,0,24.670696,0,26.747635,0.030485364
Croatia,HRV,1997,50.437927,3.03037,0,0,18.539722,0,27.988556,0.0034192796
Croatia,HRV,1998,53.756523,2.7396154,0,0,18.034008,0,25.440758,0.02909889
Croatia,HRV,1999,51.46459,2.3493145,0,0,21.217808,0,24.940147,0.028134821
Croatia,HRV,2000,48.419884,5.2000713,0,0,19.763016,0,26.613722,0.0033062669
Croatia,HRV,2001,47.192078,5.50551,0,0,20.779488,0,26.522926,0
Croatia,HRV,2002,49.381092,6.6852913,0,0,16.806644,0,27.126968,0
Croatia,HRV,2003,52.232773,7.106764,0,0,14.887468,0,25.773,0
Croatia,HRV,2004,47.1349,7.2584524,0,0,19.881485,0.0052137235,25.708393,0.011551186
Croatia,HRV,2005,49.075855,7.275606,0,0,18.43397,0.02620139,25.147469,0.040893868
Croatia,HRV,2006,50.46054,6.8377204,0,0,17.44148,0.050081406,25.177649,0.032528237
Croatia,HRV,2007,51.42251,7.3889174,0,0,12.253258,0.09099076,28.795341,0.020603426
Croatia,HRV,2008,49.0287,7.645583,0,0,15.057909,0.10394653,28.06335,0.062444612
Croatia,HRV,2009,48.502514,5.5340824,0.00023865109,0,19.428835,0.14214173,26.24679,0.059860766
Croatia,HRV,2010,40.537746,7.333736,0.00030764495,0,23.396923,0.35661185,28.27727,0.097410604
Croatia,HRV,2011,44.187744,8.653049,0.0004001514,0,14.697184,0.5870829,31.648714,0.1833396
Croatia,HRV,2012,42.696766,8.367188,0.007525125,0,15.140718,1.029058,32.040813,0.34222072
Croatia,HRV,2013,37.44811,8.173006,0.03200778,0,24.458208,1.4674499,27.622684,0.4176451
Croatia,HRV,2014,39.22827,7.833739,0.09925109,0,25.412746,2.0597708,24.462055,0.5472071
Croatia,HRV,2015,42.987457,7.73948,0.16942483,0,18.907743,2.355969,26.601124,0.93002963
Croatia,HRV,2016,41.478878,7.9920692,0.18521567,0,19.363686,2.8662136,26.647717,1.4538007
Croatia,HRV,2017,44.31319,4.81397,0.22097076,0,14.901905,3.380543,30.59256,1.7701648
Croatia,HRV,2018,41.45807,4.327867,0.20187867,0,20.756304,3.5993154,27.157953,2.1778522
Croatia,HRV,2019,41.459335,5.11408,0.2286211,0,16.02852,4.036774,29.204142,3.1691775
Croatia,HRV,2020,37.25927,4.596982,0.27447444,0,16.274183,4.9454274,32.13897,3.676002
Croatia,HRV,2021,36.61297,4.91329,0.39631277,0,18.971104,5.487693,28.73686,3.8001618
Croatia,HRV,2022,42.25521,5.05711,0.4450164,0,14.941551,6.336961,25.76465,4.0315824
Czechia,CZE,1965,10.036067,87.6409,,0,1.4077874,,0.9152517,
Czechia,CZE,1966,10.998026,86.73412,,0,1.3170925,,0.950751,
Czechia,CZE,1967,12.431521,85.20258,,0,1.2057945,,1.1600956,
Czechia,CZE,1968,13.165844,84.5677,,0,0.89475876,,1.3716967,
Czechia,CZE,1969,13.548657,84.30797,,0,0.7005399,,1.4428335,
Czechia,CZE,1970,15.625945,81.893394,,0,0.9598853,,1.5207692,
Czechia,CZE,1971,16.36979,81.187195,,0,0.64512116,,1.7979015,
Czechia,CZE,1972,17.809437,79.57798,,0,0.6712159,,1.9413826,
Czechia,CZE,1973,19.903847,77.40605,,0,0.57063675,,2.119466,
Czechia,CZE,1974,20.191957,76.30133,,0,0.9500237,,2.55669,
Czechia,CZE,1975,21.405865,74.87176,,0,0.91022944,,2.8121521,
Czechia,CZE,1976,22.01175,74.26182,,0,0.7058947,,3.0205357,
Czechia,CZE,1977,22.295475,73.45144,,0,0.9296591,,3.3234317,
Czechia,CZE,1978,22.754236,72.72019,,0,0.8529741,,3.672589,
Czechia,CZE,1979,22.883745,71.981224,,0,1.0576006,,4.077424,
Czechia,CZE,1980,21.97772,72.02954,,0,1.1426239,,4.850116,
Czechia,CZE,1981,21.834963,72.27403,,0,0.9889818,,4.9020224,
Czechia,CZE,1982,20.236904,73.698135,,0,0.8108596,,5.254107,
Czechia,CZE,1983,19.783218,73.16684,,0.09303672,0.80229473,,6.154612,
Czechia,CZE,1984,20.35187,72.141556,,0.5577771,0.6089416,,6.339856,
Czechia,CZE,1985,19.931252,70.440056,,1.0770258,0.782431,,7.7692375,
Czechia,CZE,1986,18.931587,69.347984,,2.7324076,0.8687311,,8.119289,
Czechia,CZE,1987,18.579895,66.998604,,4.648146,1.1157937,,8.657569,
Czechia,CZE,1988,17.78075,67.48841,,5.1101027,0.94598264,,8.674756,
Czechia,CZE,1989,17.518341,66.941986,,5.540292,0.7638888,,9.235494,
Czechia,CZE,1990,18.404526,63.273567,0,6.531415,0.6279108,0,11.162581,0
Czechia,CZE,1991,16.91806,63.683414,0,6.91761,0.6470877,0,11.833827,0
Czechia,CZE,1992,16.704899,61.270218,0,7.1969023,0.85835934,0,13.965503,0
Czechia,CZE,1993,17.05547,60.109055,0,7.481126,0.8452434,0,14.392887,0.10731125
Czechia,CZE,1994,18.107214,58.404697,0,7.8930864,0.9254159,0,14.432494,0.2196494
Czechia,CZE,1995,19.578867,56.09132,0,7.137352,1.2175488,0,15.671136,0.2659
Czechia,CZE,1996,19.813154,54.107536,0,7.2500443,1.157697,0,17.435509,0.18534163
Czechia,CZE,1997,19.701302,53.01055,0,7.35029,1.0416167,0,18.491615,0.3269508
Czechia,CZE,1998,20.946302,50.612198,0,7.9852843,0.88153166,0,19.087292,0.40034273
Czechia,CZE,1999,21.74666,48.095875,0,8.441378,1.107092,0,20.014055,0.48114738
Czechia,CZE,2000,19.900599,51.994736,0,8.126771,1.0955418,0,18.382732,0.3530503
Czechia,CZE,2001,20.590479,49.895813,0,8.568307,1.243471,0.00012107814,19.249823,0.34376892
Czechia,CZE,2002,19.876617,48.819206,0,10.782364,1.4943273,0.0009594404,18.54572,0.33040234
Czechia,CZE,2003,20.120745,46.938442,0,13.992831,0.77949095,0.0021981285,17.725143,0.30435526
Czechia,CZE,2004,21.614193,45.82741,0.000054594635,13.791254,1.1023799,0.0054048896,17.159725,0.4314362
Czechia,CZE,2005,22.931057,44.973545,0.000037471178,13.07551,1.3114411,0.011726247,17.241241,0.449511
Czechia,CZE,2006,22.194582,45.702675,0.0000913617,13.432363,1.370585,0.026535181,16.679922,0.5535833
Czechia,CZE,2007,22.282045,46.116535,0.0009470286,13.560046,1.1281261,0.067543656,16.074974,0.7285606
Czechia,CZE,2008,22.824684,44.595257,0.0070779365,13.939386,1.1075332,0.13385642,16.243223,0.9006205
Czechia,CZE,2009,22.966002,42.93251,0.050326087,14.79543,1.3768348,0.1632448,16.057577,1.1973504
Czechia,CZE,2010,20.806704,42.51564,0.33270374,14.512777,1.5073338,0.18128863,18.270988,1.3439333
Czechia,CZE,2011,21.57117,42.8285,1.1991484,14.9149685,1.0787939,0.21817675,15.775763,1.7192158
Czechia,CZE,2012,21.41123,41.276203,1.1796027,15.97545,1.1689076,0.22828509,15.965235,2.1550558
Czechia,CZE,2013,20.81484,40.08488,1.1300682,16.402435,1.5202682,0.26714787,16.47966,2.6442363
Czechia,CZE,2014,22.498093,39.67938,1.200742,16.425867,1.0780026,0.2689951,14.980732,3.1017911
Czechia,CZE,2015,22.280228,40.33457,1.2970208,14.735261,1.0271431,0.32759207,16.016993,3.2497692
Czechia,CZE,2016,21.205448,41.187904,1.230239,13.334242,1.1538222,0.28648934,17.571999,3.2766387
Czechia,CZE,2017,23.501911,38.174698,1.1916336,14.752414,1.0141768,0.3206247,17.071127,3.2304418
Czechia,CZE,2018,23.744034,38.037582,1.2666453,15.534045,0.8805229,0.3296613,16.32402,3.1503923
Czechia,CZE,2019,24.608242,35.020313,1.2614659,16.008862,1.107913,0.38611817,17.419748,3.36028
Czechia,CZE,2020,23.156843,32.861797,1.3274803,17.10802,1.2723575,0.4148519,19.12114,3.760094
Czechia,CZE,2021,24.213964,32.32571,1.2077504,16.540333,1.3509117,0.3373936,19.44045,3.6839988
Czechia,CZE,2022,24.735,35.235836,1.2890486,16.716375,1.175294,0.36013147,15.888047,3.7409954
Denmark,DNK,1983,65.14666,34.626904,,0,0.05210525,0.042150825,0.076769896,0.05541044
Denmark,DNK,1984,63.34234,35.89672,,0,0.04619994,0.05078927,0.6094514,0.0544991
Denmark,DNK,1985,57.928513,38.826336,,0,0.040319636,0.06977879,3.0822845,0.05275994
Denmark,DNK,1986,55.924023,38.42269,,0,0.03798449,0.16681276,5.3753643,0.0731225
Denmark,DNK,1987,53.43114,39.12162,,0,0.040502828,0.23943487,7.0765815,0.09072111
Denmark,DNK,1988,53.695297,37.006744,,0,0.045683615,0.40627816,8.725709,0.12028681
Denmark,DNK,1989,56.054626,32.97496,,0,0.03458119,0.6469255,10.083496,0.20540753
Denmark,DNK,1990,53.23871,35.072945,0,0,0.040995944,0.8935637,10.42185,0.33192676
Denmark,DNK,1991,46.847794,41.2595,0,0,0.032255232,0.9398467,10.433939,0.48667145
Denmark,DNK,1992,49.56241,36.68564,0,0,0.037549194,1.2408856,11.711098,0.7624291
Denmark,DNK,1993,48.935173,36.29175,0,0,0.035156038,1.3221222,12.411091,1.004707
Denmark,DNK,1994,48.54473,36.391346,0,0,0.03886131,1.3553784,12.931779,0.7379017
Denmark,DNK,1995,51.465332,30.974548,0,0,0.036777273,1.4289746,15.246801,0.8475698
Denmark,DNK,1996,46.93821,35.780365,0.00016433976,0,0.019686852,1.2514896,15.093693,0.916385
Denmark,DNK,1997,49.91648,29.318884,0.0003591642,0,0.021587303,2.174697,17.38375,1.184241
Denmark,DNK,1998,50.06074,25.831219,0.00046623367,0,0.03182049,3.2868345,19.432268,1.3566476
Denmark,DNK,1999,51.226627,22.374794,0.0010582427,0,0.03665453,3.64022,21.009516,1.7111342
Denmark,DNK,2000,51.80745,19.52598,0.0015002528,0,0.037756357,5.302391,21.570894,1.7540237
Denmark,DNK,2001,49.54372,20.57857,0.0014861249,0,0.034181036,5.332754,22.475195,2.0340939
Denmark,DNK,2002,48.038387,20.643204,0.0015787269,0,0.039204538,6.0125237,22.731451,2.5336437
Denmark,DNK,2003,43.09337,26.126343,0.0017264972,0,0.024088817,6.3185363,21.317492,3.1184456
Denmark,DNK,2004,44.710617,21.151863,0.0021928363,0,0.0316008,7.8502374,22.4084,3.8450882
Denmark,DNK,2005,45.430447,18.915771,0.0027188894,0,0.028307209,8.321044,22.849646,4.4520626
Denmark,DNK,2006,42.354115,25.733215,0.0025041157,0,0.026467571,6.9086657,21.061525,3.8956144
Denmark,DNK,2007,44.65622,22.727646,0.0029557156,0,0.033414762,8.497306,19.90063,4.1536455
Denmark,DNK,2008,44.8338,21.030354,0.0032514953,0,0.031991445,8.590328,21.05543,4.4238305
Denmark,DNK,2009,43.064823,21.810497,0.0048806095,0,0.024598261,8.746706,21.357328,4.939457
Denmark,DNK,2010,41.190887,19.949297,0.0075023184,0,0.025135122,9.509457,22.74293,6.433663
Denmark,DNK,2011,42.178883,17.667316,0.019490737,0,0.021730699,12.590809,20.300276,6.521493
Denmark,DNK,2012,42.05505,14.889629,0.14296773,0,0.024054796,14.136854,20.383776,7.125057
Denmark,DNK,2013,40.32512,18.129866,0.67883974,0,0.017601786,14.589979,18.431599,6.6268883
Denmark,DNK,2014,41.91896,14.928786,0.80664855,0,0.020457301,17.715302,16.44703,6.866129
Denmark,DNK,2015,43.51419,10.901396,0.83525676,0,0.024923263,19.535862,16.98609,6.8828516
Denmark,DNK,2016,43.112377,12.422931,1.006439,0,0.026078027,17.295467,17.010063,7.817976
Denmark,DNK,2017,42.42438,9.238334,1.0058347,0,0.02392121,19.782452,16.17552,10.031916
Denmark,DNK,2018,43.601112,9.562804,1.2843424,0,0.020028582,18.735966,15.898164,9.577846
Denmark,DNK,2019,44.599876,5.5059576,1.3219843,0,0.023268852,22.16392,15.086993,9.877447
Denmark,DNK,2020,41.32565,5.43932,1.8114185,0,0.02618315,25.05722,13.569713,11.039305
Denmark,DNK,2021,40.26802,6.5882697,1.8198369,0,0.022653945,22.320929,12.5897665,14.783766
Denmark,DNK,2022,41.65531,6.333298,2.669323,0,0.020169608,26.156992,8.968372,12.637162
Eastern Africa (EI),,1966,61.66152,20.563614,,,17.767115,,0.007754191,
Eastern Africa (EI),,1967,63.253067,20.000628,,,16.73884,,0.0074689225,
Eastern Africa (EI),,1968,63.03888,20.357054,,,16.596855,,0.007213051,
Eastern Africa (EI),,1969,64.632774,18.379976,,,16.98054,,0.0067137093,
Eastern Africa (EI),,1970,59.85085,18.503622,,,21.639565,,0.0059693577,
Eastern Africa (EI),,1971,64.115524,18.741959,0,,16.878706,0,0.0059305006,0.257876
Eastern Africa (EI),,1972,62.903477,16.892403,0,,19.947287,0,0.0057292357,0.25110155
Eastern Africa (EI),,1973,62.73221,17.538877,0,,19.476786,0,0.0054160585,0.246721
Eastern Africa (EI),,1974,60.58406,15.4829,0,,23.684134,0,0.0051927897,0.24371855
Eastern Africa (EI),,1975,59.726566,14.336112,0,,25.689194,0,0.005290847,0.24284306
Eastern Africa (EI),,1976,56.039585,17.510227,0,,26.198685,0,0.004894628,0.24661621
Eastern Africa (EI),,1977,56.128437,14.096803,0,,29.521217,0,0.004836787,0.24870935
Eastern Africa (EI),,1978,56.72084,14.123779,0,,28.885422,0,0.0049542044,0.26500532
Eastern Africa (EI),,1979,55.78678,13.483749,0,,30.456575,0,0.0052085263,0.2676896
Eastern Africa (EI),,1980,57.72006,14.065175,0,,27.930754,0,0.0054860343,0.27853277
Eastern Africa (EI),,1981,56.74392,13.388099,0,,29.56346,0,0.0052958303,0.29922515
Eastern Africa (EI),,1982,55.189957,13.190392,0,,31.277615,0,0.005673887,0.3363695
Eastern Africa (EI),,1983,55.583035,14.1337185,0,,29.962301,0,0.005489949,0.31545073
Eastern Africa (EI),,1984,56.24594,13.599591,0,,29.825026,0,0.0021361208,0.32730886
Eastern Africa (EI),,1985,56.29354,13.78989,0,0,29.546965,0,0.0019028805,0.3677026
Eastern Africa (EI),,1986,55.476593,15.751718,0,0,27.85129,0,0.0012494845,0.919153
Eastern Africa (EI),,1987,56.078636,18.701641,0,0,24.300774,0,0.00050028,0.9184501
